event_date,oturum_sayisi,toplam_izleme_suresi_dk,ortalama_sure,yil,ay,hafta_gunu,gun_adi,ay_baslangic,ay_sonu,outlier_oturum_iqr,outlier_sure_iqr,outlier_oturum_z,outlier_sure_z,dow_sin,dow_cos,month_sin,month_cos,oturum_sayisi_lag1,oturum_sayisi_lag2,oturum_sayisi_lag7,oturum_sayisi_lag14,oturum_sayisi_lag28,toplam_izleme_suresi_dk_lag1,toplam_izleme_suresi_dk_lag2,toplam_izleme_suresi_dk_lag7,toplam_izleme_suresi_dk_lag14,toplam_izleme_suresi_dk_lag28,ortalama_sure_lag1,ortalama_sure_lag2,ortalama_sure_lag7,ortalama_sure_lag14,ortalama_sure_lag28,oturum_sayisi_roll7_mean,oturum_sayisi_roll7_std,oturum_sayisi_roll14_mean,oturum_sayisi_roll14_std,oturum_sayisi_roll28_mean,oturum_sayisi_roll28_std,toplam_izleme_suresi_dk_roll7_mean,toplam_izleme_suresi_dk_roll7_std,toplam_izleme_suresi_dk_roll14_mean,toplam_izleme_suresi_dk_roll14_std,toplam_izleme_suresi_dk_roll28_mean,toplam_izleme_suresi_dk_roll28_std,ortalama_sure_roll7_mean,ortalama_sure_roll7_std,ortalama_sure_roll14_mean,ortalama_sure_roll14_std,ortalama_sure_roll28_mean,ortalama_sure_roll28_std,oturum_sayisi_diff1,oturum_sayisi_diff7,toplam_izleme_suresi_dk_diff1,toplam_izleme_suresi_dk_diff7,ortalama_sure_diff1,ortalama_sure_diff7,is_weekend,is_holiday,kullanici_sayisi,month,dow
2024-10-21,317085.0,23435383.966666687,73.90883821898446,2024.0,10.0,0.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8660254037844386,0.5000000000000001,513987.0,588884.0,514132.0,274329.0,299279.0,24161905.850000016,17451162.9,19187586.033333298,19811507.74999999,17170154.96666666,47.00878786817569,29.634296228119627,37.32034970267032,72.21805842619624,57.37173328789077,399482.7142857143,141552.09266993808,393960.78571428574,142211.21369892414,973117.0357142856,1462116.4986664716,17530963.990476172,4180174.842707912,18618652.896428566,4985548.730942321,38434718.41190474,48228369.6680506,46.69399952610313,12.070536121334616,50.74075792898875,13.99409004331608,50.96726430358821,16.65921799664198,-196902.0,-197047.0,-726521.8833333291,4247797.933333389,26.90005035080877,36.588488516314136,0.0,0.0,,,
2024-10-22,1652597.0,46378717.25000011,28.064142225842183,2024.0,10.0,1.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,317085.0,513987.0,391712.0,366322.0,340141.0,23435383.966666687,24161905.850000016,20398318.133333288,20377907.600000013,17800575.783333335,73.90883821898446,47.00878786817569,52.074784875963175,55.62840233455815,52.33293188217044,371333.1428571429,134362.75875334718,397014.78571428574,139884.54755326838,973752.9642857144,1461816.408310121,18137792.26666666,4732569.15882758,18877501.197619043,5143808.909229598,38658476.59047617,48140511.46140925,51.92092645700514,14.920477157355174,50.86152791418791,14.199486832687043,51.55787519398441,17.17969224435151,1335512.0,1260885.0,22943333.283333424,25980399.116666824,-45.844695993142274,-24.010642650120992,0.0,0.0,,,
2024-10-23,5565532.0,158801293.64999965,28.532994446891987,2024.0,10.0,2.0,Wednesday,0.0,0.0,1.0,1.0,1.0,1.0,0.9749279121818236,-0.2225209339563143,-0.8660254037844386,0.5000000000000001,1652597.0,317085.0,263479.0,262364.0,3306627.0,46378717.25000011,23435383.966666687,15446427.116666676,14959371.850000007,112531501.78333342,28.064142225842183,73.90883821898446,58.6248889538319,57.01762379747225,34.03211241646954,551459.5714285715,503723.3313952739,488891.5714285714,362867.40146160254,1020626.3928571428,1461789.1181990178,21849277.85476192,11764333.490714228,20734701.88690477,8986061.662435357,39679124.49999999,47984611.98215233,48.490834649845,17.428365788847884,48.89265219213677,15.351917048946996,50.69113270625841,17.742133652091916,3912935.0,5302053.0,112422576.39999951,143354866.53333297,0.4688522210498043,-30.091894506939912,0.0,0.0,,,
2024-10-24,8663672.0,160640629.46666473,18.541864173374147,2024.0,10.0,3.0,Thursday,0.0,0.0,1.0,1.0,1.0,1.0,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001,5565532.0,1652597.0,232227.0,252313.0,4851316.0,158801293.64999965,46378717.25000011,14638910.783333331,13786899.583333349,176259047.23333287,28.532994446891987,28.064142225842183,63.03707485922538,54.64205008593829,36.3322132042796,1308895.7142857143,1939263.008784842,867689.2857142857,1398457.42343486,1101301.5714285714,1643646.2530788835,42328544.50238092,52614086.91392956,31009124.872619025,37826402.593350336,41331617.06666664,51270626.37184124,44.19199257742501,18.20596802884748,46.85803580995246,16.063343000110535,50.49473563591635,17.96243961790063,3098140.0,8431445.0,1839335.8166650832,146001718.6833314,-9.99113027351784,-44.495210685851234,0.0,0.0,,,
2024-10-25,454732.0,40652960.26666669,89.39982289934882,2024.0,10.0,4.0,Friday,0.0,0.0,0.0,0.0,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,8663672.0,5565532.0,291958.0,675883.0,316765.0,160640629.46666473,158801293.64999965,11432437.116666663,15049945.1,27891045.86666668,18.541864173374147,28.532994446891987,39.15781419473577,22.26708631523504,88.04964521543315,2513387.8571428573,3300059.4828123646,1468500.642857143,2492587.466859677,1237457.142857143,2068728.683827031,63185932.88571397,66827229.894965865,41498677.0071427,50815026.256357245,40773816.43214277,49812537.29448383,37.835533908017695,18.29710188540702,44.279451101912166,17.546707249644534,49.85936602766973,18.77807518407058,-8208940.0,162774.0,-119987669.19999804,29220523.150000025,70.85795872597467,50.24200870461305,0.0,0.0,,,
2024-10-26,629037.0,27310281.16666669,43.41601712882818,2024.0,10.0,5.0,Saturday,0.0,0.0,0.0,0.0,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,454732.0,8663672.0,588884.0,391274.0,431796.0,40652960.26666669,160640629.46666473,17451162.9,24132790.4,22855644.633333333,89.39982289934882,18.541864173374147,29.634296228119627,61.67747000822953,52.93158026784253,2536641.285714286,3282323.460979012,1452704.142857143,2498690.277864012,1242384.5357142857,2066617.747866619,67360293.33571398,63904362.745141774,43327463.80476175,50247485.18455638,41229599.08928563,49748639.17952814,45.01296372296242,26.786883006474927,49.07464657220601,20.06128938302296,49.90758665923814,18.88122730676587,174305.0,40153.0,-13342679.099999998,9859118.266666692,-45.98380577052064,13.781720900708551,1.0,0.0,,,
2024-10-27,781127.0,35460417.76666665,45.39648196345364,2024.0,10.0,6.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,629037.0,454732.0,513987.0,496587.0,567039.0,27310281.16666669,40652960.26666669,24161905.850000016,29825970.33333329,25910471.700000003,43.41601712882818,89.39982289934882,47.00878786817569,60.06192335549117,45.69433795559036,2542377.4285714286,3278384.9976890986,1469687.2142857143,2491719.3018390145,1249428.857142857,2064087.0345098893,68768738.80238065,62718686.22486668,43554427.43095223,50161217.361591525,41388693.25119039,49694797.48022571,46.98178099449221,25.96194568203725,47.7702570808202,19.77039004635781,49.56774511855906,18.91039519971041,152090.0,267140.0,8150136.59999996,11298511.916666634,1.980464834625458,-1.6123059047220494,1.0,0.0,,,
2024-10-28,534874.0,30582646.683333345,57.1772916300537,2024.0,10.0,0.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8660254037844386,0.5000000000000001,781127.0,629037.0,317085.0,514132.0,302695.0,35460417.76666665,27310281.16666669,23435383.966666687,19187586.033333298,22106200.41666664,45.39648196345364,43.41601712882818,73.90883821898446,37.32034970267032,73.03127047578137,2580540.285714286,3252288.6729758843,1490011.5,2484320.8961936818,1257074.857142857,2061860.958403421,70382811.93333302,61513195.99662045,43956887.96190461,50065107.81665867,41729762.75357134,49617343.18976598,46.75145157953192,25.968817274291133,46.72272555281752,19.455027884598024,49.55710740455417,18.91273844989468,-246253.0,217789.0,-4877771.083333306,7147262.7166666575,11.780809666600064,-16.731546588930755,0.0,0.0,,,
2024-10-29,498165.0,27958154.88333333,56.1222785288676,2024.0,10.0,1.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,534874.0,781127.0,1652597.0,391712.0,1487153.0,30582646.683333345,35460417.76666665,46378717.25000011,20398318.133333288,36308520.816666655,57.1772916300537,45.39648196345364,28.064142225842183,52.074784875963175,24.41478504005079,2611653.0,3227977.550245974,1491493.0714285714,2483700.251533384,1265366.9642857143,2058344.484283578,71403849.4642854,60657418.10649449,44770820.86547604,49722903.30186423,42032492.977380864,49518940.64942521,44.36123063825609,23.7257217044803,48.14107854763062,19.440648448075645,48.99089387434962,18.414697613799657,-36709.0,-1154432.0,-2624491.800000016,-18420562.366666783,-1.0550131011861057,28.05813630302541,0.0,1.0,,,
2024-10-30,356333.0,24593034.36666668,69.01699917399365,2024.0,10.0,2.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.9749279121818236,-0.2225209339563143,-0.8660254037844386,0.5000000000000001,498165.0,534874.0,5565532.0,263479.0,2228901.0,27958154.88333333,30582646.683333345,158801293.64999965,15446427.116666676,58399640.5833336,56.1222785288676,57.1772916300537,28.532994446891987,58.6248889538319,26.20109218997776,2446734.1428571427,3313499.909417806,1499096.857142857,2480234.8372015366,1230045.9642857143,2062878.178075791,68772340.55476157,62301326.21564475,45310809.20476175,49478306.89401002,41734265.622618966,49579797.58450768,48.36953582440258,22.86817587061724,48.43018523712379,19.533521300641222,50.12330435609307,17.812495619530246,-141832.0,-5209199.0,-3365120.516666651,-134208259.28333296,12.894720645126055,40.48400472710166,0.0,0.0,,,
2024-10-31,321759.0,17185551.399999987,53.41125314288019,2024.0,10.0,3.0,Thursday,0.0,1.0,0.0,0.0,0.0,0.0,0.4338837391175582,-0.900968867902419,-0.8660254037844386,0.5000000000000001,356333.0,498165.0,8663672.0,232227.0,6210865.0,24593034.36666668,27958154.88333333,160640629.46666473,14638910.783333331,212024549.9666662,69.01699917399365,56.1222785288676,18.541864173374147,63.03707485922538,34.137684520057384,1702562.857142857,3072513.369790246,1505729.2857142857,2476798.257621892,1163168.5357142857,2059647.7820394344,49599732.085714005,49264943.21633826,45964138.29404748,49112669.69735977,40526886.829166576,49570559.72794386,54.1529650711314,22.12243882684301,49.1724788242782,20.13880837254713,51.652443891236494,17.51816303803656,-34574.0,-8341913.0,-7407482.966666691,-143455078.06666476,-15.605746031113462,34.86938896950605,0.0,0.0,,,
2024-11-01,329268.0,16911454.35,51.360758865119,2024.0,11.0,4.0,Friday,1.0,0.0,0.0,0.0,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,321759.0,356333.0,454732.0,291958.0,360354.0,17185551.399999987,24593034.36666668,40652960.26666669,11432437.116666663,28872245.44999999,53.41125314288019,69.01699917399365,89.39982289934882,39.15781419473577,80.12189527520158,510861.0,158396.14060218344,1512124.4285714286,2473370.324573792,952843.3214285716,1810751.0775759453,29106149.5047619,7559734.452979184,46146041.19523795,48992291.51778665,33568351.166071355,36577196.87077376,59.1343063524894,15.78563218346141,48.48492013025355,19.79034866129648,52.34078562776589,17.179857704961556,7509.0,-125464.0,-274097.04999998584,-23741505.916666687,-2.0504942777611888,-38.03906403422982,0.0,0.0,,,
2024-11-02,505129.0,26095489.68333331,51.6610404140988,2024.0,11.0,5.0,Saturday,0.0,0.0,0.0,0.0,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,329268.0,321759.0,629037.0,588884.0,439288.0,16911454.35,17185551.399999987,27310281.16666669,17451162.9,25397963.616666675,51.360758865119,53.41125314288019,43.41601712882818,29.634296228119627,57.816201709736376,492937.5714285714,172294.72429131152,1514789.4285714286,2471974.19855715,951733.1071428572,1811137.289791844,25714505.80238095,6803877.964273918,46537399.569047466,48714760.570506215,33141180.055357065,36703696.1672677,53.70015434759942,8.49346408710479,49.35655903528092,19.61591128832723,51.31360218454865,16.294296010246832,175861.0,-123908.0,9184035.33333331,-1214791.483333379,0.3002815489797967,8.24502328527062,1.0,0.0,,,
2024-11-03,658933.0,34596333.216666624,52.50356745931168,2024.0,11.0,6.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,505129.0,329268.0,781127.0,513987.0,589607.0,26095489.68333331,16911454.35,35460417.76666665,24161905.850000016,31983412.16666671,51.6610404140988,51.360758865119,45.39648196345364,47.00878786817569,54.24530605414574,475236.4285714286,162041.71035863692,1508806.9285714286,2474487.4520159485,954084.5714285716,1810489.9484693909,25540964.161904752,6771808.779957085,47154851.4821427,48371310.41532203,33166091.700595163,36698482.36272521,54.8780148169238,7.320252881521389,50.929897905708,18.777808373600585,51.093774995418734,16.24476447580694,153804.0,-122194.0,8500843.533333313,-864084.5500000268,0.8425270452128828,7.107085495858044,1.0,0.0,,,
2024-11-04,372916.0,24057114.48333336,64.51081338245974,2024.0,11.0,0.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5000000000000004,0.8660254037844384,658933.0,505129.0,534874.0,317085.0,274329.0,34596333.216666624,26095489.68333331,30582646.683333345,23435383.966666687,19811507.74999999,52.50356745931168,51.6610404140988,57.1772916300537,73.90883821898446,72.21805842619624,457780.1428571429,126219.0098366441,1519160.2142857143,2470304.626017864,956560.5,1810020.3901916048,25417523.511904743,6565590.233129988,47900167.72261889,48069222.21038348,33259410.309523728,36698685.73405772,55.89331274490352,6.191921340494809,51.322382162217714,18.74694611552388,51.03157004560324,16.235581739825626,-286017.0,-161958.0,-10539218.733333264,-6525532.199999984,12.007245923148062,7.333521752406042,0.0,0.0,,,
2024-11-05,1203054.0,38690165.000000045,32.159957075908515,2024.0,11.0,1.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,372916.0,658933.0,498165.0,1652597.0,366322.0,24057114.48333336,34596333.216666624,27958154.88333333,46378717.25000011,20377907.600000013,64.51081338245974,52.50356745931168,56.1222785288676,28.064142225842183,55.62840233455815,434643.28571428574,124565.03755697836,1523148.142857143,2468259.0036325622,960081.4642857144,1808739.5540667924,24485304.62619046,6160774.3242908,47944577.04523794,48045162.68275468,33411039.12142849,36649803.11366954,56.94095870953296,7.011527654650702,50.65109467389453,18.03053349805378,50.75631129404122,15.925454018773156,830138.0,704889.0,14633050.516666684,10732010.116666716,-32.35085630655123,-23.96232145295908,0.0,0.0,,,
2024-11-06,3745208.0,129197686.11666676,34.49679860682418,2024.0,11.0,2.0,Wednesday,0.0,0.0,1.0,1.0,0.0,0.0,0.9749279121818236,-0.2225209339563143,-0.5000000000000004,0.8660254037844384,1203054.0,372916.0,356333.0,5565532.0,262364.0,38690165.000000045,24057114.48333336,24593034.36666668,158801293.64999965,14959371.850000007,32.159957075908515,64.51081338245974,69.01699917399365,28.532994446891987,57.01762379747225,535341.7142857143,318469.6465168564,1491037.9285714286,2469369.289589596,989964.75,1805475.498672644,26018448.92857142,8175109.48771198,47395394.7416665,48108338.75609831,34065048.31428564,36571922.09343088,53.5177699305388,11.735767089845856,50.94365287747069,17.665383972094805,49.91815253480373,16.273312793183727,2542154.0,3388875.0,90507521.11666672,104604651.75000007,2.336841530915663,-34.520200567169475,0.0,0.0,,,
2024-11-07,7024833.0,267840423.11666536,38.12765700147824,2024.0,11.0,3.0,Thursday,0.0,0.0,1.0,1.0,1.0,1.0,0.4338837391175582,-0.900968867902419,-0.5000000000000004,0.8660254037844384,3745208.0,1203054.0,321759.0,8663672.0,252313.0,129197686.11666676,38690165.000000045,17185551.399999987,160640629.46666473,13786899.583333349,34.49679860682418,32.159957075908515,53.41125314288019,18.541864173374147,54.64205008593829,1019466.7142857144,1240906.646872589,1361014.7857142857,2278904.890075095,1114352.0357142857,1872231.4767048447,40961970.60714286,39752894.6320367,45280851.34642845,43239139.85675079,38144988.109523736,40520572.995555125,48.586312706657445,11.38497347107336,51.36963888889442,17.147720611971202,49.11383734942344,16.464845798137386,3279625.0,6703074.0,138642736.9999986,250654871.7166654,3.6308583946540622,-15.28359614140195,0.0,0.0,,,
2024-11-08,1380140.0,47847851.91666673,34.668839332724744,2024.0,11.0,4.0,Friday,0.0,0.0,0.0,0.0,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,7024833.0,3745208.0,329268.0,454732.0,675883.0,267840423.11666536,129197686.11666676,16911454.35,40652960.26666669,15049945.1,38.12765700147824,34.49679860682418,51.360758865119,89.39982289934882,22.26708631523504,1977048.7142857143,2529755.62065678,1243954.857142857,1882561.460288813,1356227.75,2170461.077329075,76769809.42380933,92569668.04116972,52937979.46428563,67771757.12332971,47218328.23571416,59064721.85354032,46.40294182931431,11.764631994899204,52.76862409090186,14.9173704777569,48.52403759640701,16.555021405445995,-5644693.0,1050872.0,-219992571.19999865,30936397.56666673,-3.458817668753497,-16.69191953239426,0.0,0.0,,,
2024-11-09,509628.0,25033937.666666623,49.12198243947864,2024.0,11.0,5.0,Saturday,0.0,0.0,0.0,0.0,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,1380140.0,7024833.0,505129.0,629037.0,391274.0,47847851.91666673,267840423.11666536,26095489.68333331,27310281.16666669,24132790.4,34.668839332724744,38.12765700147824,51.6610404140988,43.41601712882818,61.67747000822953,2127173.285714286,2445449.448249388,1310055.4285714286,1868915.628630995,1381379.7857142857,2166361.722993994,81189294.79047601,89936639.40526281,53451900.296428494,67698672.82169622,48389682.05059512,58727396.09270743,44.01838189611512,12.272908681096888,48.85926812185728,11.315944606782471,48.966957347031645,15.982515745314636,-870512.0,4499.0,-22813914.250000108,-1061552.016666688,14.4531431067539,-2.5390579746201567,1.0,0.0,,,
2024-11-10,742175.0,35961073.31666667,48.45363063518264,2024.0,11.0,6.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,509628.0,1380140.0,658933.0,781127.0,496587.0,25033937.666666623,47847851.91666673,34596333.216666624,35460417.76666665,29825970.33333329,49.12198243947864,34.668839332724744,52.50356745931168,45.39648196345364,60.06192335549117,2127816.0,2444952.6313954764,1301526.2142857143,1872531.660482928,1385606.7142857143,2164472.9538631053,81037644.50238077,90045849.83303711,53289304.33214277,67768985.50260657,48421865.8815475,58713855.8321157,43.655659328312254,12.044786289944554,49.26683707261802,11.207045495558836,48.51854707671912,15.787640206612895,232547.0,83242.0,10927135.650000049,1364740.1000000462,-0.6683518042960017,-4.049936824129041,1.0,0.0,,,
2024-11-11,412578.0,24704964.9833333,59.87950153263941,2024.0,11.0,0.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5000000000000004,0.8660254037844384,742175.0,509628.0,372916.0,534874.0,514132.0,35961073.31666667,25033937.666666623,24057114.48333336,30582646.683333345,19187586.033333298,48.45363063518264,49.12198243947864,64.51081338245974,57.1772916300537,37.32034970267032,2139707.714285714,2436806.44976567,1298743.9285714286,1873393.1107596625,1394377.7142857143,2161232.1571556907,81232607.37380935,89929941.46852937,53325065.44285706,67758985.006614,48640976.70238084,58653305.02918696,43.077096924865245,11.639395529886045,49.48520483488438,11.155496633906616,48.10396519385096,15.624862475604113,-329597.0,39662.0,-11256108.33333337,647850.4999999404,11.425870897456768,-4.631311849820335,0.0,0.0,,,
2024-11-12,422851.0,24424881.333333302,57.76238280938985,2024.0,11.0,1.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,412578.0,742175.0,1203054.0,498165.0,391712.0,24704964.9833333,35961073.31666667,38690165.000000045,27958154.88333333,20398318.133333288,59.87950153263941,48.45363063518264,32.159957075908515,56.1222785288676,52.074784875963175,2145373.714285714,2432055.146206099,1290008.5,1877509.545073668,1390750.7857142857,2162848.684239039,81325157.44523792,89861600.6641559,52905231.0357142,67928732.74753182,48838025.950595126,58559883.37135521,42.41548094631948,10.26893064299712,49.67821982792622,11.320974422892844,48.90964918777842,15.62984109864504,10273.0,-780203.0,-280083.6499999985,-14265283.666666742,-2.117118723249561,25.602425733481333,0.0,0.0,,,
2024-11-13,341279.0,21025118.749999966,61.60683414449751,2024.0,11.0,2.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.9749279121818236,-0.2225209339563143,-0.5000000000000004,0.8660254037844384,422851.0,412578.0,3745208.0,356333.0,263479.0,24424881.333333302,24704964.9833333,129197686.11666676,24593034.36666668,15446427.116666676,57.76238280938985,59.87950153263941,34.49679860682418,69.01699917399365,58.6248889538319,2033916.142857143,2499383.655051209,1284628.9285714286,1880059.083323364,1391862.892857143,2162323.908519726,79287259.77857125,91142261.781653,52652854.35357135,68035029.1674892,48981831.77916654,58492362.27403459,46.072970336816816,10.562643653863743,49.79537013367781,11.400990727331491,49.11277768540081,15.709256153485764,-81572.0,-3403929.0,-3399762.583333336,-108172567.3666668,3.844451335107664,27.110035537673333,0.0,0.0,,,
2024-11-14,313398.0,16091864.35,51.3464168565211,2024.0,11.0,3.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,0.4338837391175582,-0.900968867902419,-0.5000000000000004,0.8660254037844384,341279.0,422851.0,7024833.0,321759.0,232227.0,21025118.749999966,24424881.333333302,267840423.11666536,17185551.399999987,14638910.783333331,61.60683414449751,57.76238280938985,38.12765700147824,53.41125314288019,63.03707485922538,1547640.5714285714,2441405.506680585,1283553.642857143,1880635.0729230808,1394641.4642857143,2160869.7377747293,63834035.86904741,90437163.09464978,52398003.23809514,68154800.2678244,49181070.76607131,58383301.437922165,49.94583255648443,10.580771759947655,49.266072631570935,10.582609615693336,49.219275727924575,15.786050211877509,-27881.0,-6711435.0,-4933254.399999967,-251748558.76666537,-10.26041728797641,13.218759855042862,0.0,0.0,,,
2024-11-15,939338.0,37452562.30000004,39.871230909427744,2024.0,11.0,4.0,Friday,0.0,0.0,0.0,0.0,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,313398.0,341279.0,1380140.0,329268.0,291958.0,16091864.35,21025118.749999966,47847851.91666673,16911454.35,11432437.116666663,51.3464168565211,61.60683414449751,34.668839332724744,51.360758865119,39.15781419473577,588864.1428571428,376766.3365046608,1282956.4285714286,1880965.2933173887,1397540.4285714286,2159306.398999086,27869956.04523808,10646489.65751527,52319882.73452371,68198878.80379981,49232961.96488083,58352100.57243952,51.83422682149055,9.210922129447196,49.11858432540243,10.534675027051968,48.80175222782799,15.560033474902168,625940.0,-440802.0,21360697.95000004,-10395289.61666669,-11.475185947093358,5.2023915767030005,0.0,0.0,,,
2024-11-16,910274.0,26863887.666666627,29.511869686123767,2024.0,11.0,5.0,Saturday,0.0,0.0,0.0,0.0,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,939338.0,313398.0,509628.0,505129.0,588884.0,37452562.30000004,16091864.35,25033937.666666623,26095489.68333331,17451162.9,39.871230909427744,51.3464168565211,49.12198243947864,51.6610404140988,29.634296228119627,525892.4285714285,231183.0511311031,1326532.857142857,1864163.309628039,1420661.142857143,2150477.814602601,26384914.671428543,7717502.145298828,53787104.7309523,67596810.32646976,50162252.14999987,57933500.895854734,52.577425618162415,7.677270036080232,48.297903757138776,10.790982272371716,48.82723139620985,15.544232966494574,-29064.0,400646.0,-10588674.633333417,1829950.000000004,-10.359361223303978,-19.61011275335488,1.0,0.0,,,
2024-11-17,621563.0,38599743.39999998,62.10109578594605,2024.0,11.0,6.0,Sunday,0.0,0.0,0.0,0.0,0.0,0.0,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384,910274.0,939338.0,742175.0,658933.0,513987.0,26863887.666666627,37452562.30000004,35961073.31666667,34596333.216666624,24161905.850000016,29.511869686123767,39.871230909427744,48.45363063518264,52.50356745931168,47.00878786817569,583127.5714285715,272405.10535894794,1355471.7857142857,1853545.5766621227,1432139.357142857,2146728.2019869937,26646336.099999983,7695073.362176929,53841990.301190384,67572904.1402117,50498420.89166655,57763719.98869904,49.77598093911172,11.681794868553627,46.71582013371199,11.833301856972788,48.82285901971,15.549847828575116,-288711.0,-120612.0,11735855.733333357,2638670.083333313,32.589226099822284,13.64746515076341,1.0,0.0,,,
2024-11-18,359503.0,22304082.499999948,62.041436371879925,2024.0,11.0,0.0,Monday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5000000000000004,0.8660254037844384,621563.0,910274.0,412578.0,372916.0,317085.0,38599743.39999998,26863887.666666627,24704964.9833333,24057114.48333336,23435383.966666687,62.10109578594605,29.511869686123767,59.87950153263941,64.51081338245974,73.90883821898446,565897.2857142857,264364.10086830106,1352802.5,1854652.398210957,1435981.357142857,2145119.7864283267,27023288.9690476,8270528.869641742,54127948.17142849,67493618.97393377,51014057.94702368,57584077.07661102,51.72561881779221,12.532213283915231,47.40135787132873,12.456016917481316,49.36187001677322,15.744988055954908,-262060.0,-53075.0,-16295660.900000036,-2400882.483333353,-0.0596594140661252,2.161934839240516,0.0,0.0,,,
2024-11-19,577107.0,26344367.066666663,45.64901667570601,2024.0,11.0,1.0,Tuesday,0.0,0.0,0.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,359503.0,621563.0,422851.0,1203054.0,1652597.0,22304082.499999948,38599743.39999998,24424881.333333302,38690165.000000045,46378717.25000011,62.041436371879925,62.10109578594605,57.76238280938985,32.159957075908515,28.064142225842183,558315.1428571428,270191.1800123695,1351844.4285714286,1855200.906177662,1437496.2857142857,2144315.1594695915,26680305.75714283,8430922.329048468,54002731.60119038,67555296.84152472,50973654.32321416,57604537.471623786,52.034466651969424,12.790626765658365,47.22497379914445,12.210158187955304,48.93803423651949,15.210392944652856,217604.0,154256.0,4040284.566666715,1919485.7333333604,-16.392419696173917,-12.11336613368384,0.0,0.0,,,
2024-11-20,324080.0,20275918.91666667,62.5645486196824,2024.0,11.0,2.0,Wednesday,0.0,0.0,0.0,0.0,0.0,0.0,0.9749279121818236,-0.2225209339563143,-0.5000000000000004,0.8660254037844384,577107.0,359503.0,341279.0,3745208.0,5565532.0,26344367.066666663,22304082.499999948,21025118.749999966,129197686.11666676,158801293.64999965,45.64901667570601,62.041436371879925,61.60683414449751,34.49679860682418,28.532994446891987,580351.7142857143,263509.31959212606,1307133.9285714286,1866570.452788976,1399085.9285714286,2149944.478483984,26954518.00476188,8376378.263562765,53120888.891666576,67850491.23364642,50258141.816666536,57787858.33757371,50.30398577572887,12.705666700347674,48.18847805627285,11.437709777170191,49.56606546687176,14.670034794873663,-253027.0,-17199.0,-6068448.149999991,-749199.8333332948,16.91553194397639,0.9577144751848864,0.0,0.0,,,
